,date,beach_address,beach_name,country_state,country,latitude,longitude,timestamp,datetime,datum,LAT,HAT,date_beach_address
39,2020-04-27,South Point Gracetown Western Australia AUSTRALIA,South Point,Western Australia,AUSTRALIA,-33.8638221,114.97694579999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4978323745727539,0.5088227462768554,2020-04-27|South Point Gracetown Western Australia AUSTRALIA
40,2020-04-27,Lefthanders Margaret River Area Western Australia AUSTRALIA,Lefthanders,Western Australia,AUSTRALIA,-33.8752851,114.98611319999999,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4978323745727539,0.5088227462768554,2020-04-27|Lefthanders Margaret River Area Western Australia AUSTRALIA
41,2020-04-27,Cobblestones Margaret River Area Western Australia AUSTRALIA,Cobblestones,Western Australia,AUSTRALIA,-33.9610465,115.0767388,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5069694137573242,0.5164125823974609,2020-04-27|Cobblestones Margaret River Area Western Australia AUSTRALIA
42,2020-04-27,Watermans Bay Western Australia AUSTRALIA,Waterman's Bay,Western Australia,AUSTRALIA,-31.849601300000003,115.75490520000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4369647216796875,0.4655389404296875,2020-04-27|Watermans Bay Western Australia AUSTRALIA
43,2020-04-27,Lorne Victoria AUSTRALIA,Lorne,Victoria,AUSTRALIA,-38.5366556,143.97154840000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.3293061828613282,1.203362274169922,2020-04-27|Lorne Victoria AUSTRALIA
44,2020-04-27,Winkipop Victoria AUSTRALIA,Winkipop,Victoria,AUSTRALIA,-38.3680831,144.28495519999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4305735778808595,1.2872817993164063,2020-04-27|Winkipop Victoria AUSTRALIA
45,2020-04-27,Little Congwong Beach La Perouse New South Wales AUSTRALIA,Little Congwong Beach,New South Wales,AUSTRALIA,-33.9915566,151.2383626,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8590452575683594,1.0404325103759766,2020-04-27|Little Congwong Beach La Perouse New South Wales AUSTRALIA
46,2020-04-27,Westernport Bay Victoria AUSTRALIA,Westernport Bay,Victoria,AUSTRALIA,-38.3563059,145.2480193,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8191699981689453,0.7620406341552735,2020-04-27|Westernport Bay Victoria AUSTRALIA
47,2020-04-27,Surf Beach Kiama New South Wales AUSTRALIA,Surf Beach,New South Wales,AUSTRALIA,-34.6816667,150.8511111,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8550900268554688,1.027861328125,2020-04-27|Surf Beach Kiama New South Wales AUSTRALIA
48,2020-04-27,Mooloolaba Beach Queensland AUSTRALIA,Mooloolaba Beach,Queensland,AUSTRALIA,-26.680943699999997,153.12166499999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.941897201538086,1.2162120056152343,2020-04-27|Mooloolaba Beach Queensland AUSTRALIA
49,2020-04-27,Avalon Point Manurah Western Australia AUSTRALIA,Avalon Point,Western Australia,AUSTRALIA,-32.5947053,115.6329821,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43359607696533203,0.4594403076171875,2020-04-27|Avalon Point Manurah Western Australia AUSTRALIA
50,2020-04-27,Cone Bay Western Australia AUSTRALIA,Cone Bay,Western Australia,AUSTRALIA,-16.4683333,123.53527779999999,1587913200,2020-04-26T15:00:00+00:00,MSL,-4.563910217285156,4.6630096435546875,2020-04-27|Cone Bay Western Australia AUSTRALIA
51,2020-04-27,Lizard Island Queensland AUSTRALIA,Lizard Island,Queensland,AUSTRALIA,-14.668043300000003,145.463777,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.4198112487792969,1.4805747985839843,2020-04-27|Lizard Island Queensland AUSTRALIA
52,2020-04-27,Martin Islet New South Wales AUSTRALIA,Martin Islet,New South Wales,AUSTRALIA,-34.4943401,150.93782480000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8555808258056641,1.0318485260009767,2020-04-27|Martin Islet New South Wales AUSTRALIA
53,2020-04-27,Avoca Beach New South Wales AUSTRALIA,Avoca Beach,New South Wales,AUSTRALIA,-33.465,151.435,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8683502197265625,1.0624525451660156,2020-04-27|Avoca Beach New South Wales AUSTRALIA
54,2020-04-27,Magnetic Island Queensland AUSTRALIA,Magnetic Island,Queensland,AUSTRALIA,-19.135865300000003,146.8423556,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.8155152893066406,1.923305206298828,2020-04-27|Magnetic Island Queensland AUSTRALIA
55,2020-04-27,Birubi Point New South Wales AUSTRALIA,Birubi Point,New South Wales,AUSTRALIA,-32.7884091,152.08031430000003,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8730878448486328,1.0808245849609375,2020-04-27|Birubi Point New South Wales AUSTRALIA
56,2020-04-27,Normanville South Australia AUSTRALIA,Normanville,South Australia,AUSTRALIA,-35.446382799999995,138.3215845,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.002825698852539,1.206549072265625,2020-04-27|Normanville South Australia AUSTRALIA
57,2020-04-27,Gracetown Western Australia AUSTRALIA,Gracetown,Western Australia,AUSTRALIA,-33.8641558,114.9882251,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.4978323745727539,0.5088227462768554,2020-04-27|Gracetown Western Australia AUSTRALIA
58,2020-04-27,Esperance Westerm Australia AUSTRALIA,Esperance,Western Australia,AUSTRALIA,-33.86131029999999,121.89142379999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5073202514648437,0.6431026458740234,2020-04-27|Esperance Westerm Australia AUSTRALIA
59,2020-04-27,Sams Creek area Westerm Australia AUSTRALIA,Sam's Creek area,Western Australia,AUSTRALIA,-20.6223242,117.1836798,1587913200,2020-04-26T15:00:00+00:00,MSL,-2.866119384765625,2.82013916015625,2020-04-27|Sams Creek area Westerm Australia AUSTRALIA
60,2020-04-27,Iluka Beach New South Wales AUSTRALIA,Iluka Beach,New South Wales,AUSTRALIA,-29.4120103,153.3647477,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8917601013183594,1.165411376953125,2020-04-27|Iluka Beach New South Wales AUSTRALIA
