Date_Location,timestamp,datetime,datum,LAT,HAT
2011.09.04_-33.543_115.039,1315065600,2011-09-03T16:00:00+00:00,MSL,-0.487705192565918,0.49474563598632815
2011.08.28_-18.693_146.52,1314464400,2011-08-27T17:00:00+00:00,MSL,-1.8044876098632812,1.9044821166992187
2011.03.23_-31.844_152.727,1300798800,2011-03-22T13:00:00+00:00,MSL,-0.873302001953125,1.1177643585205077
2011.03.16_-32.679_152.176,1300194000,2011-03-15T13:00:00+00:00,MSL,-0.8727862548828125,1.0824812316894532
2011.03.10_-28.652_153.628,1299675600,2011-03-09T13:00:00+00:00,MSL,-0.8891409301757812,1.1658721160888672
2011.02.28_-20.918_142.703,1298815200,2011-02-27T14:00:00+00:00,MSL,-2.096474304199219,2.3064971923828126
2011.02.17_-34.727_135.158,1297863000,2011-02-16T13:30:00+00:00,MSL,-0.520358772277832,0.7016387176513672
2011.02.13_-26.407_153.105,1297519200,2011-02-12T14:00:00+00:00,MSL,-0.942259292602539,1.2168733978271484
2011.02.12_-21.931_114.124,1297440000,2011-02-11T16:00:00+00:00,MSL,-1.1290065002441407,1.0752294921875
2011.01.20_-28.277_153.573,1295442000,2011-01-19T13:00:00+00:00,MSL,-0.8898392486572265,1.171876449584961
2011.01.03_-33.653_115.345,1293984000,2011-01-02T16:00:00+00:00,MSL,-0.4863142395019531,0.49798198699951174
2010.11.12_-32.204_115.678,1289491200,2010-11-11T16:00:00+00:00,MSL,-0.4325211715698242,0.46157360076904297
2010.10.30_-32.204_115.678,1288368000,2010-10-29T16:00:00+00:00,MSL,-0.4325211715698242,0.46157360076904297
2010.10.23_-30.828_115.188,1287763200,2010-10-22T16:00:00+00:00,MSL,-0.4381489944458008,0.46111953735351563
2010.10.09_-30.081_153.196,1286542800,2010-10-08T13:00:00+00:00,MSL,-0.8833928680419922,1.141236572265625
2010.09.13_-31.253_146.921,1284321600,2010-09-12T20:00:00+00:00,MSL,-0.8662629699707032,1.0545095825195312
2010.08.17_-33.861_114.986,1281974400,2010-08-16T16:00:00+00:00,MSL,-0.4978323745727539,0.5088227462768554
2010.08.10_-19.209_146.768,1281362400,2010-08-09T14:00:00+00:00,MSL,-1.8213923645019532,1.926923828125
2010.08.08_-31.186_152.913,1281189600,2010-08-07T14:00:00+00:00,MSL,-0.8722132110595703,1.1230684661865233
